,type,reference,price,neighbourhood,area,rooms,plant,lift,parking,district
155,House,/en/inmueble/101253947/,1600000,Vallcarca i els Penitents,404,7,,no lift,yes,Gràcia
156,Flat,/en/inmueble/97393456/,1200000,la Salut,694,15,0.0,no lift,no,Gràcia
158,Flat,/en/inmueble/99625804/,808000,l'Antiga Esquerra de l'Eixample,123,3,1.0,lift,no,Eixample
159,Flat,/en/inmueble/100231770/,299000,la Vila de Gràcia,77,1,0.0,lift,no,Gràcia
160,Penthouse,/en/inmueble/99586748/,1450000,"Sant Pere, Santa Caterina i la Ribera",195,2,4.0,lift,no,Ciutat Vella
161,Flat,/en/inmueble/94943360/,670000,el Barri Gòtic,82,2,4.0,lift,no,Ciutat Vella
163,Flat,/en/inmueble/97107255/,780000,Sant Gervasi - la Bonanova,153,3,1.0,lift,no,Sarrià-Sant Gervasi
164,Flat,/en/inmueble/101626435/,295000,el Poble-sec,82,3,5.0,lift,no,Sants-Montjuïc
165,Flat,/en/inmueble/99728338/,475000,el Raval,120,2,3.0,lift,no,Ciutat Vella
166,Flat,/en/inmueble/101588741/,390000,Vallcarca i els Penitents,143,2,0.0,lift,no,Gràcia
168,Flat,/en/inmueble/97544370/,1930000,la Dreta de l'Eixample,340,4,1.0,lift,no,Eixample
169,Flat,/en/inmueble/99947885/,640000,l'Antiga Esquerra de l'Eixample,98,3,5.0,lift,no,Eixample
171,Flat,/en/inmueble/99619951/,330000,la Font d'en Fargues,89,3,0.0,no lift,no,Horta-Guinardó
172,Flat,/en/inmueble/99102990/,549000,"Sant Pere, Santa Caterina i la Ribera",145,3,1.0,lift,no,Ciutat Vella
173,Flat,/en/inmueble/100843496/,1050000,la Dreta de l'Eixample,209,5,3.0,lift,no,Eixample
174,Duplex,/en/inmueble/101336091/,390000,"Sant Pere, Santa Caterina i la Ribera",82,2,0.0,lift,no,Ciutat Vella
175,Flat,/en/inmueble/100827823/,1790000,Pedralbes,222,3,1.0,lift,yes,Les Corts
176,Flat,/en/inmueble/93738105/,1450000,Sant Gervasi - Galvany,200,4,4.0,lift,yes,Sarrià-Sant Gervasi
177,House,/en/inmueble/99880656/,5000000,Sant Gervasi - la Bonanova,639,6,,no lift,yes,Sarrià-Sant Gervasi
178,Flat,/en/inmueble/97398481/,570000,l'Antiga Esquerra de l'Eixample,117,3,4.0,lift,no,Eixample
179,Flat,/en/inmueble/94285069/,736000,la Dreta de l'Eixample,144,3,,no lift,no,Eixample
180,Flat,/en/inmueble/88934232/,370000,"Sant Pere, Santa Caterina i la Ribera",65,1,2.0,lift,no,Ciutat Vella
181,Flat,/en/inmueble/101044355/,335000,el Raval,149,4,,no lift,no,Ciutat Vella
182,Flat,/en/inmueble/97412987/,365000,"Sant Pere, Santa Caterina i la Ribera",60,2,3.0,no lift,no,Ciutat Vella
183,Flat,/en/inmueble/100815348/,890000,la Dreta de l'Eixample,150,4,2.0,lift,no,Eixample
185,Flat,/en/inmueble/101597208/,515000,el Raval,115,2,5.0,lift,no,Ciutat Vella
186,Flat,/en/inmueble/99556120/,1650000,la Dreta de l'Eixample,138,3,1.0,lift,no,Eixample
187,Flat,/en/inmueble/101131574/,1070000,Sant Gervasi - Galvany,170,5,1.0,lift,yes,Sarrià-Sant Gervasi
193,Flat,/en/inmueble/101581609/,665000,"Sant Pere, Santa Caterina i la Ribera",110,3,3.0,lift,no,Ciutat Vella
194,Flat,/en/inmueble/99932460/,279000,la Vall d'Hebron,83,1,1.0,lift,no,Horta-Guinardó
195,Flat,/en/inmueble/100763910/,1150000,la Dreta de l'Eixample,221,4,2.0,lift,no,Eixample
197,Flat,/en/inmueble/96153475/,780000,el Raval,171,3,,no lift,no,Ciutat Vella
199,Flat,/en/inmueble/99931258/,790000,la Teixonera,208,3,,no lift,yes,Horta-Guinardó
201,Flat,/en/inmueble/99989919/,1049000,la Dreta de l'Eixample,167,3,2.0,lift,no,Eixample
203,Flat,/en/inmueble/101032447/,1090000,Pedralbes,120,4,3.0,lift,yes,Les Corts
204,Flat,/en/inmueble/100918062/,550000,el Barri Gòtic,142,4,3.0,lift,no,Ciutat Vella
206,Flat,/en/inmueble/83950120/,1040000,el Barri Gòtic,178,2,2.0,lift,no,Ciutat Vella
208,Flat,/en/inmueble/85716462/,1580000,la Dreta de l'Eixample,174,3,5.0,lift,yes,Eixample
209,Duplex,/en/inmueble/99124752/,645000,el Baix Guinardó,156,4,0.0,lift,no,Horta-Guinardó
1,House,/en/inmueble/98213494/,2795000,Sant Gervasi - la Bonanova,934,6,,no lift,no,Sarrià-Sant Gervasi
11,Flat,/en/inmueble/91264645/,1600000,la Dreta de l'Eixample,219,7,3.0,lift,no,Eixample
12,Flat,/en/inmueble/101161333/,1095000,la Dreta de l'Eixample,252,4,1.0,lift,no,Eixample
17,Flat,/en/inmueble/100610106/,1285000,la Dreta de l'Eixample,184,4,2.0,lift,no,Eixample
21,Flat,/en/inmueble/100266484/,500000,la Dreta de l'Eixample,100,3,2.0,lift,no,Eixample
24,Flat,/en/inmueble/97024615/,4950000,Sant Gervasi - Galvany,448,5,3.0,lift,yes,Sarrià-Sant Gervasi
29,Flat,/en/inmueble/91386533/,395000,"Sant Pere, Santa Caterina i la Ribera",94,3,2.0,lift,no,Ciutat Vella
31,House,/en/inmueble/99991679/,2400000,Sant Gervasi - la Bonanova,423,9,,no lift,no,Sarrià-Sant Gervasi
33,Flat,/en/inmueble/99484970/,1995000,Sant Gervasi - Galvany,350,5,4.0,lift,yes,Sarrià-Sant Gervasi
34,Penthouse,/en/inmueble/101596313/,725000,l'Antiga Esquerra de l'Eixample,113,3,7.0,lift,no,Eixample
36,Duplex,/en/inmueble/100918097/,895000,la Dreta de l'Eixample,183,3,4.0,lift,no,Eixample
37,Flat,/en/inmueble/101140475/,1590000,la Dreta de l'Eixample,185,3,5.0,lift,no,Eixample
42,Flat,/en/inmueble/97640179/,420000,les Corts,85,2,2.0,no lift,no,Les Corts
44,House,/en/inmueble/40575029/,1195000,la Salut,250,7,,no lift,yes,Gràcia
45,Flat,/en/inmueble/96031085/,330000,"Sant Pere, Santa Caterina i la Ribera",55,1,1.0,lift,yes,Ciutat Vella
48,Flat,/en/inmueble/100856818/,340000,Can Baró,105,4,7.0,lift,no,Horta-Guinardó
50,Flat,/en/inmueble/100599658/,440000,el Barri Gòtic,133,4,1.0,no lift,no,Ciutat Vella
56,Flat,/en/inmueble/101278025/,420000,Sarrià,87,3,1.0,no lift,no,Sarrià-Sant Gervasi
57,Flat,/en/inmueble/92455279/,820000,el Barri Gòtic,195,4,3.0,lift,no,Ciutat Vella
60,Penthouse,/en/inmueble/97391038/,995000,la Salut,245,6,2.0,lift,yes,Gràcia
61,Flat,/en/inmueble/94943374/,770000,el Barri Gòtic,101,3,4.0,lift,no,Ciutat Vella
63,Flat,/en/inmueble/100469291/,420000,Sant Gervasi - Galvany,74,2,7.0,lift,no,Sarrià-Sant Gervasi
64,Flat,/en/inmueble/97854095/,655000,Sant Gervasi - Galvany,172,5,3.0,lift,no,Sarrià-Sant Gervasi
66,Flat,/en/inmueble/100492713/,845000,la Maternitat i Sant Ramon,190,6,2.0,lift,no,Les Corts
67,Flat,/en/inmueble/98268710/,6000000,la Dreta de l'Eixample,475,4,3.0,lift,no,Eixample
68,Flat,/en/inmueble/98271355/,560000,el Barri Gòtic,88,3,4.0,lift,yes,Ciutat Vella
69,Flat,/en/inmueble/98269308/,280000,el Raval,60,3,3.0,no lift,no,Ciutat Vella
70,Flat,/en/inmueble/100734648/,2200000,Sant Gervasi - Galvany,340,5,3.0,lift,yes,Sarrià-Sant Gervasi
71,Flat,/en/inmueble/98491488/,1850000,l'Antiga Esquerra de l'Eixample,167,2,,no lift,no,Eixample
72,Flat,/en/inmueble/101425804/,245000,el Clot,45,2,8.0,no lift,no,Sant Martí
73,Penthouse,/en/inmueble/100335242/,980000,Sant Gervasi - Galvany,156,4,12.0,lift,yes,Sarrià-Sant Gervasi
74,Flat,/en/inmueble/101374883/,455000,Sants,98,4,,no lift,no,Sants-Montjuïc
75,Flat,/en/inmueble/101023180/,349000,Sant Antoni,45,2,1.0,lift,no,Eixample
77,House,/en/inmueble/98268848/,4300000,Pedralbes,686,6,,no lift,yes,Les Corts
78,House,/en/inmueble/99345419/,3950000,Pedralbes,593,12,,no lift,no,Les Corts
79,Penthouse,/en/inmueble/101154424/,485000,les Corts,96,2,8.0,lift,no,Les Corts
80,Flat,/en/inmueble/99160458/,699000,la Vila de Gràcia,115,3,1.0,no lift,no,Gràcia
81,Flat,/en/inmueble/98268629/,1200000,el Barri Gòtic,198,3,4.0,lift,no,Ciutat Vella
82,Flat,/en/inmueble/100946913/,260000,el Congrés i els Indians,60,3,2.0,lift,no,Sant Andreu
84,Flat,/en/inmueble/95598831/,1045000,Sant Gervasi - Galvany,212,5,2.0,lift,yes,Sarrià-Sant Gervasi
85,Penthouse,/en/inmueble/101215730/,1090000,Sant Gervasi - Galvany,150,3,8.0,lift,no,Sarrià-Sant Gervasi
86,Penthouse,/en/inmueble/101616999/,415000,el Fort Pienc,83,1,7.0,lift,no,Eixample
89,Flat,/en/inmueble/101146127/,3000000,les Tres Torres,504,11,0.0,lift,yes,Sarrià-Sant Gervasi
90,Flat,/en/inmueble/98268622/,1100000,l'Antiga Esquerra de l'Eixample,170,4,3.0,lift,no,Eixample
91,House,/en/inmueble/100520976/,845000,la Font d'en Fargues,355,5,,no lift,yes,Horta-Guinardó
92,Flat,/en/inmueble/98271638/,370000,les Corts,107,3,5.0,lift,no,Les Corts
93,Flat,/en/inmueble/101307442/,420000,Sant Antoni,96,3,1.0,lift,no,Eixample
95,House,/en/inmueble/101020536/,880000,la Teixonera,315,5,,no lift,no,Horta-Guinardó
97,Flat,/en/inmueble/99960541/,1280000,les Tres Torres,192,3,2.0,lift,yes,Sarrià-Sant Gervasi
100,Flat,/en/inmueble/101618369/,847500,l'Antiga Esquerra de l'Eixample,163,3,4.0,lift,no,Eixample
101,Flat,/en/inmueble/101578930/,595000,el Camp de l'Arpa del Clot,156,4,3.0,lift,no,Sant Martí
102,Flat,/en/inmueble/99674978/,699000,l'Antiga Esquerra de l'Eixample,98,2,1.0,lift,no,Eixample
104,Flat,/en/inmueble/101612882/,359000,Hostafrancs,57,2,1.0,lift,no,Sants-Montjuïc
105,Flat,/en/inmueble/96986009/,780000,la Dreta de l'Eixample,143,4,,no lift,no,Eixample
109,Flat,/en/inmueble/98647980/,590000,la Nova Esquerra de l'Eixample,143,4,2.0,lift,no,Eixample
110,Terraced,/en/inmueble/99271667/,950000,Pedralbes,150,5,,no lift,no,Les Corts
111,Flat,/en/inmueble/100361523/,720000,Sant Gervasi - Galvany,130,5,4.0,lift,yes,Sarrià-Sant Gervasi
112,Penthouse,/en/inmueble/101079773/,1100000,l'Antiga Esquerra de l'Eixample,100,2,8.0,lift,no,Eixample
113,Flat,/en/inmueble/100746779/,639000,la Nova Esquerra de l'Eixample,154,5,3.0,lift,no,Eixample
116,Flat,/en/inmueble/101034415/,1700000,Pedralbes,272,4,2.0,lift,yes,Les Corts
117,Terraced,/en/inmueble/101316983/,995000,la Vila Olímpica del Poblenou,203,4,,no lift,yes,Sant Martí
118,Flat,/en/inmueble/101347740/,159000,Sants,32,1,0.0,lift,no,Sants-Montjuïc
119,Flat,/en/inmueble/98297228/,1190000,el Putxet i el Farró,164,3,0.0,lift,yes,Sarrià-Sant Gervasi
121,Flat,/en/inmueble/101223128/,390000,la Sagrada Família,58,2,2.0,lift,no,Eixample
122,Flat,/en/inmueble/99945410/,1350000,la Vila de Gràcia,226,5,3.0,lift,no,Gràcia
123,Flat,/en/inmueble/101309875/,329000,Sants,87,3,,no lift,no,Sants-Montjuïc
124,Flat,/en/inmueble/98269110/,1095000,la Nova Esquerra de l'Eixample,189,4,2.0,lift,no,Eixample
125,Terraced,/en/inmueble/100256550/,1900000,Sarrià,282,5,,no lift,yes,Sarrià-Sant Gervasi
126,Flat,/en/inmueble/101044859/,750000,l'Antiga Esquerra de l'Eixample,104,4,2.0,lift,no,Eixample
135,Penthouse,/en/inmueble/98839962/,815000,l'Antiga Esquerra de l'Eixample,170,4,8.0,lift,no,Eixample
137,Flat,/en/inmueble/99859122/,680000,la Dreta de l'Eixample,68,2,2.0,lift,no,Eixample
140,Flat,/en/inmueble/100191139/,6000000,la Dreta de l'Eixample,534,5,3.0,lift,no,Eixample
141,Flat,/en/inmueble/101567765/,520000,el Raval,114,3,2.0,lift,no,Ciutat Vella
143,Flat,/en/inmueble/98666362/,899000,la Dreta de l'Eixample,119,3,,no lift,no,Eixample
152,Penthouse,/en/inmueble/101380211/,990000,la Dreta de l'Eixample,108,2,7.0,lift,no,Eixample
176,Flat,/en/inmueble/90137259/,2158000,la Dreta de l'Eixample,196,2,0.0,lift,no,Eixample
177,Flat,/en/inmueble/101224185/,1175000,l'Antiga Esquerra de l'Eixample,100,3,4.0,lift,no,Eixample
